#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B19D0B
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 1 Hz
#Stop: 1e+07 Hz
#Steps: 71
#Resistor: 1000 O
#Average: 1
#ProbeResistance: 1.04e+06 O
#ProbeCapacitance: 4.3e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic
#Channel: Channel 1
#Range: 5.53139 V
#Offset: -3.93045e-05 V
#Attenuation: 1 X
#Channel: Channel 2
#Range: 5.54075 V
#Offset: 6.34596e-06 V
#Attenuation: 1 X

Frequency (Hz),Trace th (deg),Trace |Z| (Ohm),Trace Cs (F)
6309.57344480193,-0.8559612142095457,1231.918292324584,1.370638506570456e-06
7943.282347242822,-0.7372418514831179,1230.796386546022,1.265198168656608e-06
10000,-0.6604138011404723,1229.775252231937,1.122820908156229e-06
12589.25411794167,-0.5765207379150018,1228.947768592939,1.022355019069795e-06
15848.93192461113,-0.5242837472264729,1228.217971081284,8.935255640197807e-07
19952.62314968881,-0.5135967398485658,1227.698512111539,7.248273835399273e-07
25118.86431509579,-0.4583554262633019,1227.13046159328,6.454376306289005e-07
31622.77660168382,-0.5059120333262594,1226.560970414078,4.647123955712301e-07
39810.71705534973,-0.5196481214506146,1225.826460545267,3.595922843541182e-07
50118.72336272719,-0.4882219991311448,1225.514119083821,3.040971541423496e-07
63095.73444801931,-0.6073628424229712,1225.411809747439,1.9418720790921e-07
79432.82347242805,-0.6889141588547556,1226.281317463732,1.358932878231172e-07
100000,-0.8483527205848055,1225.880413425458,8.768676938238159e-08
125892.5411794166,-0.987734980675406,1224.824517546663,5.987561261778003e-08
158489.3192461114,-1.269275430219894,1226.281199047795,3.696854377118761e-08
199526.2314968879,-1.504103365795983,1226.671371817246,2.477346384564257e-08
251188.6431509582,-1.920727242809909,1226.262221417869,1.541611938375245e-08
316227.7660168379,-2.480762605269942,1227.109064218164,9.475673651076945e-09
398107.1705534976,-3.056896655044912,1226.613668956281,6.111675198161077e-09
501187.2336272722,-3.915392775653916,1225.883727923333,3.793640893165406e-09
630957.3444801936,-4.96078820171032,1224.150575416301,2.382867999074398e-09
794328.2347242814,-6.265062849129928,1223.256402300545,1.500947919241979e-09
999999.999999999,-7.931802248024022,1221.304189196238,9.443546049807421e-10
1258925.411794167,-10.06047936527866,1216.245603617442,5.950271046718823e-10
1584893.192461113,-12.74319649254968,1208.290642287524,3.767726779414449e-10
1995262.31496888,-16.11680087481713,1194.170348156522,2.406246215321717e-10
2511886.431509579,-20.34720806250566,1169.600908677031,1.557999751520047e-10
3162277.660168381,-25.40315751712275,1129.127721133067,1.039046637635165e-10
3981071.705534971,-31.22686935367831,1068.316619278283,7.218245157145479e-11
5011872.336272726,-37.58231911223645,987.1777354112263,5.274310448689155e-11
6309573.444801931,-44.05465274824896,889.6997286335453,4.077339082233793e-11
7943282.347242822,-52.71474362493307,770.814687371231,3.2670767190005e-11
10000000,-57.43928068464524,629.045664541885,3.001942140434822e-11
