#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B19D0B
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 0.1 Hz
#Stop: 1e+07 Hz
#Steps: 81
#Resistor: 100 O
#Average: 1
#ProbeResistance: 1.04e+06 O
#ProbeCapacitance: 4.3e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 0.05 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic
#Channel: Channel 1
#Range: 5.53139 V
#Offset: -3.93045e-05 V
#Attenuation: 1 X
#Channel: Channel 2
#Range: 5.54075 V
#Offset: 6.34596e-06 V
#Attenuation: 1 X

Frequency (Hz),Trace th (deg),Trace |Z| (Ohm)
0.1,-24.59466175681375,6787.671423799918
0.1258925411794166,-27.31338134221598,6390.873265400113
0.1584893192461114,-29.19565828279859,6223.783924938724
0.1995262314968879,-29.2774643526407,5800.845351453879
0.2511886431509582,-32.0712065888143,5655.440055612863
0.3162277660168379,-31.32620732840331,5272.740102769773
0.3981071705534969,-31.98785643705973,4891.713912416825
0.5011872336272725,-33.96834064562628,4448.760212370034
0.6309573444801929,-35.72620711409438,4090.334572338909
0.7943282347242822,-37.18292779665227,3864.578791440945
1,-38.60545793618984,3492.575036863948
1.258925411794166,-40.13478373459164,3232.539095482862
1.584893192461114,-42.03330648254318,2984.279364996222
1.995262314968879,-42.24483964715161,2635.339415175986
2.511886431509582,-44.22459853900404,2369.676076487365
3.162277660168379,-45.53457927511361,2150.014845711033
3.981071705534969,-46.70291457970101,1893.192431221653
5.011872336272725,-47.62120966971486,1703.307367172433
6.30957344480193,-48.47997737978492,1527.169333570989
7.943282347242822,-49.24446576884953,1345.944249074839
10,-50.05494158894792,1188.992798575538
12.58925411794166,-50.86529537710766,1049.716123577702
15.84893192461114,-51.11417670061856,921.9450717171107
19.95262314968879,-51.7640375871865,808.268904111757
25.11886431509582,-52.01902775607989,709.7498147965746
31.62277660168379,-52.2470503933082,622.8009314776789
39.81071705534969,-52.38453259434786,543.2948772221263
50.11872336272725,-52.66110595244588,474.5799009220896
63.09573444801929,-52.63748910148649,415.0037459517615
79.43282347242821,-52.46872398226193,363.188475302211
100,-52.38064267337237,316.9689133809999
125.8925411794166,-52.18881866933532,277.2342802687735
158.4893192461114,-51.74687389591013,241.930980960818
199.5262314968879,-51.289015061161,210.94695258487
251.1886431509582,-50.75902403901875,184.2394108732428
316.227766016838,-50.17849987628583,160.8684653124283
398.1071705534969,-49.19241339779605,140.2939598473434
501.1872336272725,-48.18973850938285,122.6614912113629
630.9573444801929,-46.8637884083745,107.0846881822212
794.3282347242822,-45.12870875659033,94.17658318187229
1000,-43.03543286041966,82.91176750103884
1258.925411794166,-40.71997432986012,73.49991056834558
1584.893192461114,-37.85460719164451,65.82274485822794
1995.262314968879,-34.49346341505687,59.38729153359009
2511.886431509582,-30.85174404641852,54.24599877016399
3162.277660168379,-27.46039907544466,50.30986017093065
3981.071705534969,-23.63723277083112,47.55796401632124
5011.872336272725,-20.63273561059197,45.08578645395726
6309.57344480193,-17.1642871096194,43.51821815248618
7943.282347242822,-14.36760226500934,42.05355228510138
10000,-12.09069224520746,41.13212539995425
12589.25411794166,-9.992338850994781,40.60784148940038
15848.93192461114,-7.974161368370853,39.91337279079623
19952.62314968879,-7.343252522852081,39.74582496070964
25118.86431509582,-5.201257286150082,39.58207428007627
31622.77660168379,-4.075254196223559,39.05343224641805
39810.71705534969,-3.545650018517692,38.64896055962169
50118.72336272724,-3.079297703486562,38.8179198232602
63095.73444801931,-2.430501657887689,38.42263081671226
79432.82347242821,-2.084951184474956,39.18614650217301
100000,-1.691290885734127,38.40589756936443
125892.5411794166,0.2617004083866168,38.8523533155046
158489.3192461114,-0.808838478102147,39.2119573570488
199526.2314968879,-0.6496129940357021,39.15706292533103
251188.6431509582,0.08762543884161458,38.14558489599121
316227.7660168379,-0.2375397593461498,38.62796162442183
398107.1705534969,-0.6787811188738374,38.65239956479623
501187.2336272725,0.170025487599886,38.45715625365381
630957.344480193,-0.09179431694858704,39.00126653307252
794328.2347242822,0.6514878428918602,38.83808883173707
1000000,1.323069103635968,38.54728708084846
1258925.411794166,1.047464491575729,38.40649207478006
1584893.192461114,1.785609891426099,38.56860401078769
1995262.314968879,2.233185928664949,38.60688132144387
2511886.431509582,3.275784171563894,38.62782208208049
3162277.66016838,4.092543430724667,38.76296664942198
3981071.705534969,4.694591772105465,39.06127172628341
5011872.336272725,6.201140776494142,39.46448859497298
6309573.44480193,7.057638958317523,39.63002413218788
7943282.347242822,9.506470349278725,40.06047471836605
10000000,11.46078938902723,41.61130011948697
