1631176270.7761378	0.1696106
1631176270.8764246	0.1712938
1631176270.9828901	0.1696106
1631176271.0823557	0.1679274
1631176271.1926587	0.16624419999999998
1631176271.2929559	0.16456099999999999
1631176271.3932202	0.16624419999999998
1631176271.5091655	0.16456099999999999
1631176271.6094718	0.16456099999999999
1631176271.7097685	0.16456099999999999
1631176271.8100631	0.16456099999999999
1631176271.9274018	0.16456099999999999
1631176272.028381	0.1628778
1631176272.1286473	0.1628778
1631176272.2445643	0.1628778
1631176272.3448303	0.1628778
1631176272.4451282	0.1611946
1631176272.5586615	0.1611946
1631176272.6500132	0.1611946
1631176272.765966	0.1611946
1631176272.866262	0.156145
1631176272.9665596	0.156145
1631176273.082415	0.15446179999999998
1631176273.182715	0.156145
1631176273.2830143	0.156145
1631176273.3989067	0.15446179999999998
1631176273.499235	0.156145
1631176273.5995305	0.156145
1631176273.699798	0.15446179999999998
1631176273.8157184	0.1527786
1631176273.9159803	0.1527786
1631176274.016242	0.1527786
1631176274.1270235	0.1527786
1631176274.2366006	0.1494122
1631176274.329498	0.1527786
1631176274.4453552	0.1527786
1631176274.5456517	0.1527786
1631176274.6459513	0.1494122
1631176274.76181	0.147729
1631176274.8620753	0.147729
1631176274.968814	0.1494122
1631176275.0691125	0.147729
1631176275.1693492	0.1494122
1631176275.2852974	0.1460458
1631176275.385327	0.1460458
1631176275.4855876	0.147729
1631176275.6006896	0.147729
1631176275.7041032	0.147729
1631176275.8053045	0.1460458
1631176275.9147186	0.147729
1631176276.021482	0.14436259999999998
1631176276.1248965	0.1460458
1631176276.2287126	0.14436259999999998
1631176276.3363385	0.1460458
1631176276.4311233	0.1409962
1631176276.5445046	0.14436259999999998
1631176276.6447568	0.14267939999999998
1631176276.745024	0.14267939999999998
1631176276.8609152	0.1409962
1631176276.9612083	0.14436259999999998
1631176277.0615363	0.14267939999999998
1631176277.161832	0.14436259999999998
1631176277.2777507	0.14267939999999998
1631176277.3780427	0.14267939999999998
1631176277.4786463	0.14267939999999998
1631176277.594231	0.14436259999999998
1631176277.6945121	0.14267939999999998
1631176277.8013158	0.1409962
1631176277.9016163	0.139313
1631176278.001911	0.139313
1631176278.114464	0.139313
1631176278.224636	0.1409962
1631176278.3249586	0.1409962
1631176278.4252508	0.1409962
1631176278.5255513	0.1409962
1631176278.641442	0.139313
1631176278.7417347	0.1376298
1631176278.8420634	0.1376298
1631176278.9585364	0.139313
1631176279.0576468	0.139313
1631176279.16924	0.1376298
1631176279.2730677	0.1376298
1631176279.374526	0.1376298
1631176279.4708698	0.1376298
1631176279.5867844	0.139313
1631176279.6863341	0.1376298
1631176279.7980716	0.1359466
1631176279.8992236	0.139313
1631176280.0082035	0.1376298
1631176280.1004171	0.1376298
1631176280.2163372	0.1376298
1631176280.3166034	0.1376298
1631176280.4168081	0.139313
1631176280.5327325	0.1359466
1631176280.6330595	0.1359466
1631176280.7333548	0.1359466
1631176280.833622	0.1376298
1631176280.9495623	0.1359466
1631176281.049621	0.1376298
1631176281.1498861	0.1359466
1631176281.2657757	0.1359466
1631176281.366074	0.13258019999999998
1631176281.4729028	0.1359466
1631176281.5731978	0.1376298
1631176281.6734629	0.1359466
1631176281.789383	0.1342634
1631176281.8895857	0.1376298
