#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B19D0B
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 0.1 Hz
#Stop: 1e+07 Hz
#Steps: 81
#Resistor: 100 O
#Average: 1
#ProbeResistance: 1.04e+06 O
#ProbeCapacitance: 4.3e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic
#Channel: Channel 1
#Range: 5.53139 V
#Offset: -3.93045e-05 V
#Attenuation: 1 X
#Channel: Channel 2
#Range: 5.54075 V
#Offset: 6.34596e-06 V
#Attenuation: 1 X

Frequency (Hz),Trace th (deg),Trace |Z| (Ohm),Trace Rs (Ohm)
0.1,-34.20113305825343,773.1549698994098,639.4528623519029
0.1258925411794166,-36.16805164800756,796.0075054421777,642.6085095969514
0.1584893192461114,-37.74488727890906,772.6315219791398,610.9538955768984
0.1995262314968879,-39.51556896006792,735.7871214404595,567.6242356897461
0.2511886431509582,-41.32680356387014,688.5288666242488,517.0543985909386
0.3162277660168379,-42.96193179185732,637.8344266499063,466.7714880901177
0.3981071705534969,-44.34371642359735,580.3945435558993,415.0747514870858
0.5011872336272725,-45.38210969025289,521.7210094609293,366.4439741180268
0.6309573444801929,-46.10442156307391,465.1900020077543,322.5377297907181
0.7943282347242822,-46.61234542093211,413.4258996211664,283.9950422971086
1,-46.95593343393809,367.0065864327599,250.5042532010907
1.258925411794166,-47.09295571863094,324.7863279318638,221.1180809839814
1.584893192461114,-47.05534474429123,286.8555452965007,195.4322712287284
1.995262314968879,-46.85660610997321,253.4273331099324,173.3003459554167
2.511886431509582,-46.4971607665826,224.8615340777047,154.7925483783575
3.162277660168379,-46.02838008909723,200.7501333475078,139.3812145773022
3.981071705534969,-45.58303055271164,180.2380145140662,126.144065474562
5.011872336272725,-45.1573804705303,163.4359357449357,115.24878353051
6.30957344480193,-44.73778338792886,149.3880433213862,106.1156259010582
7.943282347242822,-44.37864856219479,136.8363155593487,97.80147980636278
10,-44.03223022454193,125.5649726106028,90.27480205902535
12.58925411794166,-43.65792965126538,115.1173328132922,83.28442515650487
15.84893192461114,-43.22275791928165,105.5093794423079,76.88433317778194
19.95262314968879,-42.63758987886687,96.62094171696788,71.07947139935101
25.11886431509582,-41.90799917947541,88.50650809273154,65.86816312676547
31.62277660168379,-41.08860259961899,81.27658903196679,61.25768918933191
39.81071705534969,-40.13323684546902,74.4650767029534,56.93209724269379
50.11872336272725,-38.966831253054,67.80068539197003,52.71572087985508
63.09573444801929,-37.45839442377765,61.41476604467071,48.75074562387067
79.43282347242821,-35.66032425854304,55.57691067583218,45.15554067168493
100,-33.6522700166692,50.39993009783839,41.95371042891534
125.8925411794166,-31.6130357026206,46.02133427429845,39.19212249229923
158.4893192461114,-29.6343606738692,42.32882738642716,36.79215550706261
199.5262314968879,-27.79862802332029,39.23043347698002,34.70293321345694
251.1886431509582,-26.06046272172867,36.59027510959821,32.87017639692524
316.227766016838,-24.30770519242824,34.29206199538023,31.2519996305986
398.1071705534969,-22.52529854276725,32.29640308392437,29.83252571449495
501.1872336272725,-20.71720580181549,30.56528774424418,28.58887024525996
630.9573444801929,-18.89456187375536,29.0853203735378,27.51808983855818
794.3282347242822,-17.09154674226987,27.82005780571038,26.59142351900129
1000,-15.33409763760373,26.75219205886075,25.79981970844754
1258.925411794166,-13.62058835012776,25.84701028231108,25.12010041941331
1584.893192461114,-12.0109959648146,25.09712598635215,24.54769170289759
1995.262314968879,-10.49411555301276,24.47835014550762,24.06891592269935
2511.886431509582,-9.095763840480277,23.98119237516314,23.67964081068014
3162.277660168379,-7.799975474315429,23.57124332162547,23.3531597874633
3981.071705534969,-6.648009470596112,23.24864437341027,23.09232300786949
5011.872336272725,-5.616618508484407,23.00121976715487,22.89079216288286
6309.57344480193,-4.72444779579432,22.79307224806377,22.71562898726345
7943.282347242822,-3.948994162729254,22.63988146060509,22.58612880276322
10000,-3.254009876448474,22.51800724968781,22.48170147642994
12589.25411794166,-2.666851834973184,22.43517236319717,22.41087419594949
15848.93192461114,-2.178442874162399,22.35837398073929,22.34221533391435
19952.62314968879,-1.74055861628322,22.30643111931185,22.29613914393053
25118.86431509582,-1.397254126202927,22.27554382447311,22.26892040389215
31622.77660168379,-1.015889522087141,22.22357836574451,22.2200851909901
39810.71705534969,-0.7671935148603497,22.19726363593777,22.19527375295986
50118.72336272724,-0.6283057483612543,22.201954696912,22.20061978175029
63095.73444801931,-0.3097023733763456,22.18534730311308,22.18502320315041
79432.82347242821,-0.05870658557814228,22.17994985692713,22.17993821408775
100000,0.1337377393140378,22.15153006921469,22.15146972491838
125892.5411794166,0.402020014150522,22.17615820652304,22.17561231717746
158489.3192461114,0.6628530210270461,22.19626201522336,22.19477664669355
199526.2314968879,0.9777299736567943,22.21029274730667,22.2070589980489
251188.6431509582,1.197751101342208,22.24808998473424,22.24322888184007
316227.7660168379,1.500460879443034,22.23866253117007,22.23103721356701
398107.1705534969,1.861776824064741,22.26281943931768,22.25106716474218
501187.2336272725,2.361047107894249,22.27097222099978,22.25206569383657
630957.344480193,3.006436507909279,22.2777824984914,22.24712045301813
794328.2347242822,3.75170818520762,22.31871668993242,22.27088707526911
1000000,4.736346416197271,22.36040455387606,22.28404840980184
1258925.411794166,5.901161640472102,22.41529491217256,22.29651027619791
1584893.192461114,7.408036593956539,22.48261088338607,22.29495048881043
