#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B19D0B
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 0.1 Hz
#Stop: 1e+07 Hz
#Steps: 81
#Resistor: 100 O
#Average: 1
#ProbeResistance: 1.04e+06 O
#ProbeCapacitance: 4.3e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 0.1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic
#Channel: Channel 1
#Range: 5.53139 V
#Offset: -3.93045e-05 V
#Attenuation: 1 X
#Channel: Channel 2
#Range: 5.54075 V
#Offset: 6.34596e-06 V
#Attenuation: 1 X

Frequency (Hz),Trace th (deg),Trace |Z| (Ohm),Trace Rs (Ohm)
50.11872336272725,-35.8084634663622,95.3530697966187,77.32918490324175
63.09573444801929,-35.7572116944478,87.15078789863593,70.72290249156013
79.43282347242821,-35.62868267997345,79.55267668750054,64.66115101422197
100,-35.46653729059618,72.49005951189419,59.03985735130578
125.8925411794166,-35.25705798840883,66.09994480235439,53.97526188751213
158.4893192461114,-34.94852370045102,60.09808149641935,49.26041611435205
199.5262314968879,-34.56417343292564,54.67510454558509,45.02447157984086
251.1886431509582,-33.96115285946377,49.70894765976731,41.22942241247232
316.227766016838,-33.10832011738282,45.14977947066863,37.81923447682282
398.1071705534969,-32.06281400939046,41.10751974214421,34.83725123060477
501.1872336272725,-30.6029830052776,37.52325547005685,32.2968484745814
630.9573444801929,-28.77344106085334,34.37017392455399,30.12648505937878
794.3282347242822,-26.6645930471189,31.69613392628217,28.32521466116151
1000,-24.33682424201709,29.46858560337523,26.84996601873822
1258.925411794166,-21.68318861317787,27.68638233497366,25.72732217300392
1584.893192461114,-19.02736850383822,26.27141795989218,24.83602527340916
1995.262314968879,-16.36218633699465,25.18786513639574,24.16775920081427
2511.886431509582,-13.98325138354017,24.32690510450245,23.60601140396613
3162.277660168379,-11.67319450421692,23.76435719737847,23.27285269297645
3981.071705534969,-9.829810448835326,23.27353727193866,22.93186328255987
5011.872336272725,-7.984636547440717,22.97588734862741,22.75314419474084
6309.57344480193,-6.718794016482478,22.7580639631093,22.60176900051338
7943.282347242822,-5.720378763534235,22.61043528287925,22.49783941486652
10000,-4.435501649833047,22.46161442380854,22.39434243070921
12589.25411794166,-3.900669352366183,22.40767660449431,22.35576886727407
15848.93192461114,-2.765767737976801,22.27419455098207,22.24824834701136
19952.62314968879,-2.221370030385208,22.39807426938222,22.38124276882887
25118.86431509582,-2.106800205044153,22.34480341613655,22.32969917022384
31622.77660168379,-1.706881740804204,22.08582716075576,22.07602745232413
39810.71705534969,-1.041507094709341,22.15634892761066,22.15268846949211
50118.72336272724,-0.8550964399123876,22.11465771782418,22.11219492943723
63095.73444801931,-0.5004388775740218,22.22114617266147,22.22029857350181
79432.82347242821,0.1089081018005919,22.09860117322487,22.09856125145654
100000,0.2606671333269645,22.33290532602021,22.33267420376478
125892.5411794166,0.6016125361511642,22.06780915374263,22.06659264923237
158489.3192461114,0.5309975121257704,22.24042204665274,22.23946694493077
199526.2314968879,0.9456553524452551,22.06611522092133,22.06310979150864
251188.6431509582,1.679472615877115,22.34626674220019,22.33666733364469
316227.7660168379,1.468310674305715,22.30861315444105,22.30128812362643
398107.1705534969,1.752686560461246,22.29994778463792,22.28951492817667
501187.2336272725,2.571821907243688,22.16249910139182,22.14017611300725
630957.344480193,2.741400690916033,22.44109303868117,22.4154109153012
794328.2347242822,3.74784607083497,22.36925734126124,22.32141802794267
1000000,4.506437847806808,22.32607057145737,22.25704978432397
1258925.411794166,5.796072882585762,22.34674142495236,22.23249668163591
1584893.192461114,7.367272803935445,22.55896008360332,22.37272612952318
1995262.314968879,9.006791173243531,22.64215064650823,22.36296821360036
2511886.431509582,11.620733449028,22.92231298444978,22.45246108634372
3162277.66016838,14.20155075579233,23.05010777820123,22.345666752183
3981071.705534969,17.65773997441168,23.61456463079765,22.50197551158565
5011872.336272725,21.76163951133759,24.34191867234736,22.60717372242289
6309573.44480193,25.99329726451941,25.3564361866111,22.79151407202946
7943282.347242822,31.79380507772678,26.69468028713208,22.68913452523665
10000000,37.87299301192341,28.99970531932846,22.89160025469388
