#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B19D0B
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 0.1 Hz
#Stop: 1e+07 Hz
#Steps: 81
#Resistor: 100 O
#Average: 1
#ProbeResistance: 1.04e+06 O
#ProbeCapacitance: 4.3e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 0.05 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic
#Channel: Channel 1
#Range: 5.53139 V
#Offset: -3.93045e-05 V
#Attenuation: 1 X
#Channel: Channel 2
#Range: 5.54075 V
#Offset: 6.34596e-06 V
#Attenuation: 1 X

Frequency (Hz),Trace th (deg),Trace |Z| (Ohm),Trace Rs (Ohm)
0.1,-35.51995149473635,2058.756630550642,1675.64931462496
0.1258925411794166,-36.4674683340909,1838.241279035916,1478.303456957247
0.1584893192461114,-37.19662695344675,1700.555454416706,1354.603822589609
0.1995262314968879,-38.70781635867203,1553.980197851562,1212.640838681354
0.2511886431509582,-39.35748237854984,1424.3568565263,1101.318955508322
0.3162277660168379,-40.36565482350918,1291.189117797947,983.7914343697317
0.3981071705534969,-41.22415684159174,1166.651807182641,877.4821393216004
0.5011872336272725,-42.21310568587962,1063.263744801248,787.5072806863608
0.6309573444801929,-42.94003800010879,959.6348571488331,702.5170452081566
0.7943282347242822,-43.32716342775951,867.8363094943898,631.3053844730182
1,-44.08014499148243,776.6543183735909,557.9231534617534
1.258925411794166,-44.56147889168746,697.1543244812483,496.7210316929128
1.584893192461114,-45.1647628472707,623.9299177872533,439.9145577342559
1.995262314968879,-45.59608293206298,559.5348873468359,391.5133782322644
2.511886431509582,-46.12523022254029,501.4112037255935,347.5203164048402
3.162277660168379,-46.49224389273097,446.6179075579996,307.4753324776067
3.981071705534969,-46.86999518042962,397.1290053976612,271.4996485466036
5.011872336272725,-47.23610403202719,353.89326638727,240.2860328050081
6.30957344480193,-47.58706176938848,314.1030575428429,211.8528142170338
7.943282347242822,-47.82948388528138,278.8033587865257,187.1716486913879
10,-48.20281629822743,246.4597424820086,164.2643897788002
12.58925411794166,-48.38897904028304,217.9005802609479,144.701247235676
15.84893192461114,-48.61607759020949,191.8157519650832,126.8096531431338
19.95262314968879,-48.75455626680892,168.8810147062013,111.3408929372211
25.11886431509582,-48.80757740797356,148.4050367278694,97.73806526524305
31.62277660168379,-48.83703500406276,129.9029526879475,85.50250985863086
39.81071705534969,-48.57169411068425,113.9490150997803,75.39805353890782
50.11872336272725,-48.34036144004626,99.86755951826932,66.38238903451078
63.09573444801929,-47.79298952652056,87.51906728651666,58.79629189794996
79.43282347242821,-46.94682424391628,76.65381393210723,52.3297826858992
100,-45.89135895135854,67.39820949024606,46.91057541646225
125.8925411794166,-44.40940518028071,59.43078751443764,42.45484776908253
158.4893192461114,-42.77344309808903,52.53552472842863,38.56342403360229
199.5262314968879,-40.74336416564994,46.6066825978371,35.31111403914356
251.1886431509582,-38.28682439746357,41.64133412524882,32.68506903968199
316.227766016838,-35.41818720264277,37.43296128720157,30.505762540262
398.1071705534969,-32.2484315730981,34.16089568604003,28.89131888287613
501.1872336272725,-29.00549516197741,31.40321555990384,27.46441090061121
630.9573444801929,-25.60566151033591,29.30906645107338,26.43061795703684
794.3282347242822,-22.44663796489161,27.58864155825424,25.49840306677423
1000,-19.35582605675484,26.41993827803496,24.92664287617623
1258.925411794166,-16.34928853531351,25.35036765220151,24.32528736125566
1584.893192461114,-13.50469272970265,24.73932168843639,24.05529916406448
1995.262314968879,-11.17276719244276,24.21651089447642,23.75754419154659
2511.886431509582,-9.358768926370633,23.83959156835515,23.52227321743645
3162.277660168379,-7.630978162261287,23.60205263675928,23.39303021969215
3981.071705534969,-6.434544460184603,23.36977554908577,23.22255840288649
5011.872336272725,-5.506643869959498,23.35766330084349,23.24986949843895
6309.57344480193,-4.01732705150144,23.18883830005886,23.13186122120403
7943.282347242822,-3.264438422408316,23.29283674859371,23.25504068265366
10000,-2.184837810202724,22.93749545929508,22.92082081743111
12589.25411794166,-1.97296486628218,23.13634371053859,23.12262809648217
15848.93192461114,-1.793576961271761,23.07700417011608,23.06569817648763
19952.62314968879,-1.471111903167417,22.92108007040468,22.9135251937564
25118.86431509582,-0.4871966846039045,23.1289992958434,23.12816313925878
31622.77660168379,-0.1537729170447548,23.00419666155289,23.00411381179257
39810.71705534969,-0.4665263755640776,22.80151153243389,22.80075567762245
50118.72336272724,0.002253344741539531,23.05846999036626,23.05846997253383
63095.73444801931,-0.9095259837668535,22.71077169509516,22.7079103006315
79432.82347242821,-0.1321093920164952,22.72887732462487,22.72881690612757
100000,0.722724546492501,22.60288986966263,22.60109170871845
125892.5411794166,0.3251120805274268,22.83848987377381,22.8381222046391
158489.3192461114,1.992996707540059,23.03593406468067,23.02199929038521
199526.2314968879,0.8324896604405052,23.50160483239305,23.49912414342565
251188.6431509582,0.7236888583065635,22.31149637795843,22.30971665895864
316227.7660168379,1.683164558652569,22.68696709862529,22.67717844179074
398107.1705534969,1.336764888041802,22.76027022388788,22.75407591992857
501187.2336272725,2.083359471492834,23.16536894436765,23.15005649968826
630957.344480193,3.09247676535365,23.12405415864842,23.09038004495072
794328.2347242822,2.928335083720218,22.828593329096,22.79878408975659
1000000,4.134018400059579,23.1401598708349,23.07995280153147
1258925.411794166,5.596223353754795,22.81084895782323,22.70212857357274
1584893.192461114,7.024912365642539,23.12485247528315,22.95125579616251
1995262.314968879,8.558176437904985,23.20120077588022,22.94286172205137
2511886.431509582,10.99065230345959,23.39831069814936,22.96914591463418
3162277.66016838,13.45800330175577,23.66820372379624,23.01829307668569
3981071.705534969,17.32060581466886,24.23975969969543,23.1405784675957
5011872.336272725,20.81833616512846,24.61036628616859,23.00360432058643
6309573.44480193,25.16546433164412,25.8116039607779,23.36165766089268
7943282.347242822,30.48417781784769,27.24077504141356,23.47526319993676
10000000,36.04919055831127,29.81176814613752,24.10317409910974
