#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B19D0B
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 0.1 Hz
#Stop: 1e+07 Hz
#Steps: 81
#Resistor: 100 O
#Average: 1
#ProbeResistance: 1.04e+06 O
#ProbeCapacitance: 4.3e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic
#Channel: Channel 1
#Range: 5.53139 V
#Offset: -3.93045e-05 V
#Attenuation: 1 X
#Channel: Channel 2
#Range: 5.54075 V
#Offset: 6.34596e-06 V
#Attenuation: 1 X

Frequency (Hz),Trace th (deg),Trace |Z| (Ohm),Trace Rs (Ohm)
251188.6431509582,1.310121784692311,22.95081675397118,22.94481708486873
316227.7660168379,1.517450915105643,22.98838128334178,22.98031938998028
398107.1705534969,1.84676762595216,22.97839994137345,22.96646469387755
501187.2336272725,2.33155833961414,22.9650654103141,22.94605353015647
630957.344480193,2.965727084233933,22.97635842784312,22.94558532165496
794328.2347242822,3.675363852992145,23.01360840672167,22.96627571409029
1000000,4.584043866348217,23.05367068929381,22.97992601193922
1258925.411794166,5.74255115201441,23.10733140557436,22.99136807130445
1584893.192461114,7.173356656673021,23.18012458963095,22.99869087462217
1995262.314968879,9.004606687970277,23.31700870529786,23.02964428877329
2511886.431509582,11.23920106831779,23.49932978420992,23.04866041318691
3162277.66016838,14.02256045521536,23.7850064153776,23.07622257864359
3981071.705534969,17.41164892329471,24.23188224710843,23.12156553360813
5011872.336272725,21.53546318624229,24.92115855254898,23.18142603297311
6309573.44480193,26.23844571910145,26.02128957194615,23.34010573409414
7943282.347242822,31.40381252436579,27.42127785980164,23.4045028716309
10000000,37.5168972628894,29.45564823993528,23.363447686332
