#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B19D0B
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 0.1 Hz
#Stop: 1e+07 Hz
#Steps: 81
#Resistor: 100 O
#Average: 1
#ProbeResistance: 1.04e+06 O
#ProbeCapacitance: 4.3e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 0.1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic
#Channel: Channel 1
#Range: 5.53139 V
#Offset: -3.93045e-05 V
#Attenuation: 1 X
#Channel: Channel 2
#Range: 5.54075 V
#Offset: 6.34596e-06 V
#Attenuation: 1 X

Frequency (Hz),Trace th (deg),Trace |Z| (Ohm),Trace Rs (Ohm)
31622.77660168379,-1.052522634327464,23.03551440272928,23.03162777155775
39810.71705534969,-1.342272488522821,23.02326473317557,23.01694711809437
50118.72336272724,-0.2504860196330675,22.99892782956475,22.99870804427511
63095.73444801931,0.1752408056263098,23.04770730579141,23.0475995048352
79432.82347242821,0.01089913270905001,22.95623559881801,22.95623518347271
100000,0.1497593487851536,23.1836363679823,23.18355717368048
125892.5411794166,0.2868194582198019,23.03698940012664,23.03670075330662
158489.3192461114,0.7261152645633954,23.192645048836,23.19078261719323
199526.2314968879,0.9298830062260998,23.07120814838652,23.06816976784422
251188.6431509582,0.831904818634408,23.31979853395485,23.3173404926092
316227.7660168379,2.013574615639505,23.11750080862347,23.10322645744143
398107.1705534969,1.812228374390766,23.17265144480339,23.16106126658478
501187.2336272725,2.192990787153853,23.18262720682295,23.16564836799594
630957.344480193,2.812535516954302,23.02361980138008,22.9958861427126
794328.2347242822,3.506159139502834,23.11823331713838,23.07496130396412
1000000,4.518306310480941,23.22318564061931,23.1510129667097
1258925.411794166,5.736437452213715,23.25650991236637,23.14004610164148
1584893.192461114,7.129779684269176,23.36668655530706,23.18600508966948
1995262.314968879,9.014639333454108,23.49445330699973,23.20425777580927
2511886.431509582,11.00000425275273,23.66044891682424,23.22573949423338
3162277.66016838,13.89544624935341,23.79127807814202,23.09503991815914
3981071.705534969,16.79458551290445,24.26447217392398,23.22951495787526
5011872.336272725,20.63011682951788,25.08822446978141,23.47942865723718
6309573.44480193,25.42756772108333,25.93889461919111,23.42616295859857
7943282.347242822,31.07011020905094,27.46307610026707,23.52312517992045
10000000,36.51817004268366,29.79423865013329,23.94468172297792
